path,label,session_id,timestamp,variant,capture_id,is_redundant_copy,width,height,bytes,md5
Cracking/Image_20231128195336980.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:53:36.980000,base,20231128195336980,False,3072,2048,3437148,99bd173e02b12b19933166be540af5c3
Cracking/Image_20231128195406987.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:54:06.987000,base,20231128195406987,False,3072,2048,3473447,e3459eca54088356176588cdce9af76a
Cracking/Image_20231128195436986.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:54:36.986000,base,20231128195436986,False,3072,2048,3552813,6c7eadd3d4e0927832362b85e23a00da
Cracking/Image_20231128195506996.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:55:06.996000,base,20231128195506996,False,3072,2048,3386209,504473ee163251ca815b07e79f6b6b6b
Cracking/Image_20231128195537006_aug.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:55:37.006000,aug,20231128195537006,True,3072,2048,1436464,4bb884555c3c2f2eb7d189b9d0cd3e56
Cracking/Image_20231128195537006.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:55:37.006000,base,20231128195537006,False,3072,2048,3564495,07833c6a4a5b592588a8d9a970657ef3
Cracking/Image_20231128195537006_original.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:55:37.006000,original,20231128195537006,True,3072,2048,1362278,5fc5a34e1f5ce64fc8c3859972d194fb
Cracking/Image_20231128195607013.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:56:07.013000,base,20231128195607013,False,3072,2048,3471008,ba0885d1f34b9417b3d92b1a7d787a0a
Cracking/Image_20231128195636965.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:56:36.965000,base,20231128195636965,False,3072,2048,3402993,25035653903064877c555875523ff571
Cracking/Image_20231128195706966.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:57:06.966000,base,20231128195706966,False,3072,2048,3664454,02b5bdf57238342c471b4fdf91a25e42
Cracking/Image_20231128195736979.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:57:36.979000,base,20231128195736979,False,3072,2048,3565036,5568bd10c6fd867e8c6bab3656a619b8
Cracking/Image_20231128195806986.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:58:06.986000,base,20231128195806986,False,3072,2048,3438975,7e32d1a96e6d7814a2188778b79787a1
Cracking/Image_20231128195836996.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:58:36.996000,base,20231128195836996,False,3072,2048,3517648,4ec225515ee08b2997c82415861053dc
Cracking/Image_20231128195906994.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:59:06.994000,base,20231128195906994,False,3072,2048,3572024,b539b311372033e3ca4bf1be897df6cd
Cracking/Image_20231128195937002.jpg,Cracking,Cracking__20231128-195336,2023-11-28T19:59:37.002000,base,20231128195937002,False,3072,2048,3649692,ccd97af56e5fd7cbe3bb2f8d5b5d78a6
Cracking/Image_20231128200007017.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:00:07.017000,base,20231128200007017,False,3072,2048,3751340,768c3dd4601e54705e8ae5c0d80bc4bc
Cracking/Image_20231128200036967_aug.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:00:36.967000,aug,20231128200036967,True,3072,2048,1292777,40666b429c817127a948e29c7046890e
Cracking/Image_20231128200036967.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:00:36.967000,base,20231128200036967,False,3072,2048,3444602,b4bb40c934d3ea21bac89c679d19ff5a
Cracking/Image_20231128200036967_original.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:00:36.967000,original,20231128200036967,True,3072,2048,1265316,c30c1cb4d82f36c26f115a5c5d37b046
Cracking/Image_20231128200106969.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:01:06.969000,base,20231128200106969,False,3072,2048,3597828,b144cea08e7eafec49a439b3a6f81876
Cracking/Image_20231128200136974.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:01:36.974000,base,20231128200136974,False,3072,2048,3536452,28000905058cd9ce7132178fe87f08cf
Cracking/Image_20231128200206984.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:02:06.984000,base,20231128200206984,False,3072,2048,3479810,9575b73942185b7bd7258a9d616a0e54
Cracking/Image_20231128200236984.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:02:36.984000,base,20231128200236984,False,3072,2048,3820193,67630254bfbd523af1d11d102009bf55
Cracking/Image_20231128200306992.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:03:06.992000,base,20231128200306992,False,3072,2048,3697345,734eca0a325b340656b84acba32635ca
Cracking/Image_20231128200337012.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:03:37.012000,base,20231128200337012,False,3072,2048,3508131,d42878bf0d78274e906a17e00d992d04
Cracking/Image_20231128200407012.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:04:07.012000,base,20231128200407012,False,3072,2048,3680212,414071097406d99844fbcb929605c585
Cracking/Image_20231128200436964.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:04:36.964000,base,20231128200436964,False,3072,2048,3402728,af4d002d3452046f04d282e673a110bc
Cracking/Image_20231128200506977.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:05:06.977000,base,20231128200506977,False,3072,2048,3548534,9997e64ee7303f8f160658c7573ef19e
Cracking/Image_20231128200536985_aug.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:05:36.985000,aug,20231128200536985,True,3072,2048,1259702,c6fb99b127c9f6aab113986ac73f7858
Cracking/Image_20231128200536985.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:05:36.985000,base,20231128200536985,False,3072,2048,3753463,13312bef557593f1a7fe9399c3a3251b
Cracking/Image_20231128200536985_original.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:05:36.985000,original,20231128200536985,True,3072,2048,1448333,474832c04741a82531f5932c56d874f4
Cracking/Image_20231128200606985.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:06:06.985000,base,20231128200606985,False,3072,2048,3542193,b7eb40f833f2ed0dfce0317f5b7f43f4
Cracking/Image_20231128200636988.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:06:36.988000,base,20231128200636988,False,3072,2048,3607866,c6590aede24fd7b2838d4c100f6498c6
Cracking/Image_20231128200706998.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:07:06.998000,base,20231128200706998,False,3072,2048,3428899,2f55c1af6e4e3fc3493f49f2b6d4a17b
Cracking/Image_20231128200736958.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:07:36.958000,base,20231128200736958,False,3072,2048,3637515,e9d361f869a406811257bb7718525cee
Cracking/Image_20231128200806963.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:08:06.963000,base,20231128200806963,False,3072,2048,3604451,84849238f69a4e42b66f94dc26915700
Cracking/Image_20231128200836964.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:08:36.964000,base,20231128200836964,False,3072,2048,3456510,5df527697da9aa4c217ab8d728acfd0c
Cracking/Image_20231128200906976.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:09:06.976000,base,20231128200906976,False,3072,2048,3493826,6f88c87321cd8c021be1f00d5276239c
Cracking/Image_20231128200936980.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:09:36.980000,base,20231128200936980,False,3072,2048,3660618,fe1f63e3bdc20c10c435faa3ee7fb24b
Cracking/Image_20231128201006991.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:10:06.991000,base,20231128201006991,False,3072,2048,3617511,b0a2b46017b09eb8b35d7f923fdfb6e7
Cracking/Image_20231128201037000_aug.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:10:37,aug,20231128201037000,True,3072,2048,1419709,72b32a6b40d8e56a6acc7a32291fcdf0
Cracking/Image_20231128201037000.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:10:37,base,20231128201037000,False,3072,2048,3727208,9ed7925e4f28340774f5204ae3b08611
Cracking/Image_20231128201037000_original.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:10:37,original,20231128201037000,True,3072,2048,1419709,72b32a6b40d8e56a6acc7a32291fcdf0
Cracking/Image_20231128201107001.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:11:07.001000,base,20231128201107001,False,3072,2048,3639733,e4f490e905897c934d0ebf9b3efddd98
Cracking/Image_20231128201136957.jpg,Cracking,Cracking__20231128-195336,2023-11-28T20:11:36.957000,base,20231128201136957,False,3072,2048,3592973,89126df3077e004d4645af71b19791e6
